,title,budget,currency_symbol,currency_amount
2694,Let Me In,$ 20000000,$,20000000
2695,Mission: Impossible - Ghost Protocol,$ 145000000,$,145000000
2696,Anchorman 2: The Legend Continues,$ 50000000,$,50000000
2697,Same Kind of Different as Me,$ 15000000,$,15000000
2698,It's Complicated,$ 85000000,$,85000000
2699,Alvin and the Chipmunks: The Squeakquel,$ 75000000,$,75000000
2700,Due Date,$ 65000000,$,65000000
2701,Hot Tub Time Machine,$ 36000000,$,36000000
2702,That's My Boy,$ 70000000,$,70000000
2703,Fish Tank,$ 3000000,$,3000000
2704,Sorority Row,$ 12500000,$,12500000
2705,21 Jump Street,$ 42000000,$,42000000
2706,Saw VI,$ 11000000,$,11000000
2707,The Men Who Stare at Goats,$ 25000000,$,25000000
2708,Red Dawn,$ 65000000,$,65000000
2709,RoboCop,$ 100000000,$,100000000
2710,Un prophète,$ 13000000,$,13000000
2711,Wild Target,$ 8000000,$,8000000
2712,Broken City,$ 35000000,$,35000000
2713,Chico & Rita,EUR 9200000,EUR,10120000.0
2714,Medianeras,$ 11000000,$,11000000
2715,Mistérios de Lisboa,EUR 2500000,EUR,2750000.0
2716,Your Highness,$ 49900000,$,49900000
2717,I Spit on Your Grave,$ 2000000,$,2000000
2718,We Need to Talk About Kevin,$ 7000000,$,7000000
2719,The Tourist,$ 100000000,$,100000000
2720,Aloha,$ 37000000,$,37000000
2721,Conviction,$ 12500000,$,12500000
2722,[Rec]²,$ 5600000,$,5600000
2723,This Is the End,$ 32000000,$,32000000
2724,RED,$ 58000000,$,58000000
2725,Serena,$ 30000000,$,30000000
2726,Kick-Ass,$ 30000000,$,30000000
2727,300: Rise of an Empire,$ 110000000,$,110000000
2728,Immortals,$ 75000000,$,75000000
2729,Holmes & Watson,$ 42000000,$,42000000
2730,Incendies,$ 6800000,$,6800000
2731,The Man with the Iron Fists,$ 15000000,$,15000000
2732,The Cabin in the Woods,$ 30000000,$,30000000
2733,Den of Thieves,$ 30000000,$,30000000
2734,The Twilight Saga: New Moon,$ 50000000,$,50000000
2735,Sex and the City 2,$ 100000000,$,100000000
2736,Scream 4,$ 40000000,$,40000000
2737,Crazy Heart,$ 7000000,$,7000000
2738,The Roommate,$ 16000000,$,16000000
2739,Hercules,$ 100000000,$,100000000
2740,A Very Harold & Kumar 3D Christmas,$ 19000000,$,19000000
2741,The Devil's Double,$ 19100000,$,19100000
2742,Don't Be Afraid of the Dark,$ 25000000,$,25000000
2743,Venom,$ 100000000,$,100000000
2744,X: First Class,$ 160000000,$,160000000
2745,2 Guns,$ 61000000,$,61000000
2746,London Fields,$ 8000000,$,8000000
2747,The Spy Next Door,$ 28000000,$,28000000
2748,Looper,$ 30000000,$,30000000
2749,Madagascar 3: Europe's Most Wanted,$ 145000000,$,145000000
2750,Død snø,$ 800000,$,800000
2751,Date Night,$ 55000000,$,55000000
2752,Easy A,$ 8000000,$,8000000
2753,Bad Teacher,$ 20000000,$,20000000
2754,The Strangers: Prey at Night,$ 5000000,$,5000000
2755,The Social Network,$ 40000000,$,40000000
2756,Don 2,$ 16700000,$,16700000
2757,Cats & Dogs: The Revenge of Kitty Galore,$ 85000000,$,85000000
2758,Shi,KRW 1300000000,KRW,1066000.0
2759,Evil Dead,$ 17000000,$,17000000
2760,Ghostbusters,$ 144000000,$,144000000
2761,Teenage Mutant Ninja Turtles,$ 125000000,$,125000000
2762,Warrior,$ 25000000,$,25000000
2763,How to Be Single,$ 38000000,$,38000000
2764,xXx: Return of Xander Cage,$ 85000000,$,85000000
2765,The Last Song,$ 20000000,$,20000000
2766,The Hustle,$ 21000000,$,21000000
2767,The Watch,$ 68000000,$,68000000
2768,Pirates of the Caribbean: On Stranger Tides,$ 250000000,$,250000000
2769,The Boondock Saints II: All Saints Day,$ 8000000,$,8000000
2770,Iron Man Three,$ 200000000,$,200000000
2771,Kung Fu Panda 2,$ 150000000,$,150000000
2772,Yogi Bear,$ 80000000,$,80000000
2773,Defendor,$ 3500000,$,3500000
2774,Our Family Wedding,$ 14000000,$,14000000
2775,Mars Needs Moms,$ 150000000,$,150000000
2776,El secreto de sus ojos,$ 2000000,$,2000000
2777,50/50,$ 8000000,$,8000000
2778,Seeking a Friend for the End of the World,$ 10000000,$,10000000
2779,The Happytime Murders,$ 40000000,$,40000000
2780,Bullet to the Head,$ 55000000,$,55000000
2781,Halloween II,$ 15000000,$,15000000
2782,Did You Hear About the Morgans?,$ 58000000,$,58000000
2783,Devil,$ 10000000,$,10000000
2784,A Single Man,$ 7000000,$,7000000
2785,Rise of the Planet of the Apes,$ 93000000,$,93000000
2786,The Man Who Killed Don Quixote,EUR 17000000,EUR,18700000.0
2787,Burke and Hare,GBP 7500000,GBP,9450000.0
2788,The Last Exorcism,$ 1800000,$,1800000
2789,The Expendables,$ 80000000,$,80000000
2790,Gulliver's Travels,$ 112000000,$,112000000
2791,Death at a Funeral,$ 21000000,$,21000000
2792,Oldboy,$ 30000000,$,30000000
2793,Gangster Squad,$ 60000000,$,60000000
2794,August: Osage County,$ 25000000,$,25000000
2795,Going the Distance,$ 32000000,$,32000000
2796,Despicable Me,$ 69000000,$,69000000
2797,The Twilight Saga: Breaking Dawn - Part 1,$ 110000000,$,110000000
2798,The Twilight Saga: Eclipse,$ 68000000,$,68000000
2799,The Lucky One,$ 25000000,$,25000000
2800,The Butler,$ 30000000,$,30000000
2801,Movie 43,$ 6000000,$,6000000
2802,Never Let Me Go,$ 15000000,$,15000000
2803,Arthur,$ 40000000,$,40000000
2804,47 Ronin,$ 175000000,$,175000000
2805,Rock of Ages,$ 75000000,$,75000000
2806,Der Räuber,EUR 1000000,EUR,1100000.0
2807,Terminator Genisys,$ 155000000,$,155000000
2808,Tinker Tailor Soldier Spy,GBP 20000000,GBP,25200000.0
2809,How Do You Know,$ 120000000,$,120000000
2810,The Great Gatsby,$ 105000000,$,105000000
2811,Luftslottet som sprängdes,EUR 4000000,EUR,4400000.0
2812,Dredd,$ 50000000,$,50000000
2813,The Dark Knight Rises,$ 250000000,$,250000000
2814,Jack the Giant Slayer,$ 195000000,$,195000000
2815,Chloe,$ 14000000,$,14000000
2816,If I Stay,$ 11000000,$,11000000
2817,The Infiltrator,$ 28000000,$,28000000
2818,Le chat du rabbin,EUR 12500000,EUR,13750000.000000002
2819,Passengers,$ 110000000,$,110000000
2820,Black Mass,$ 53000000,$,53000000
2821,Beasts of No Nation,$ 6000000,$,6000000
2822,Tomb Raider,$ 94000000,$,94000000
2823,The Sitter,$ 25000000,$,25000000
2824,Cloud Atlas,$ 102000000,$,102000000
2825,This Is Where I Leave You,$ 19800000,$,19800000
2826,Pride and Prejudice and Zombies,$ 28000000,$,28000000
2827,Upside Down,$ 60000000,$,60000000
2828,Inception,$ 160000000,$,160000000
2829,Grown Ups,$ 80000000,$,80000000
2830,The Company You Keep,$ 2000000,$,2000000
2831,The Adjustment Bureau,$ 50200000,$,50200000
2832,Cop Out,$ 30000000,$,30000000
2833,The Other Guys,$ 100000000,$,100000000
2834,Suicide Squad,$ 175000000,$,175000000
2835,Total Recall,$ 125000000,$,125000000
2836,Downsizing,$ 68000000,$,68000000
2837,We Bought a Zoo,$ 50000000,$,50000000
2838,When the Bough Breaks,$ 10000000,$,10000000
2839,In the Heart of the Sea,$ 100000000,$,100000000
2840,The Hunger Games,$ 78000000,$,78000000
2841,Mad Max: Fury Road,$ 150000000,$,150000000
2842,Marmaduke,$ 50000000,$,50000000
2843,Prisoners,$ 46000000,$,46000000
2844,Mr. Popper's Penguins,$ 55000000,$,55000000
2845,It,$ 35000000,$,35000000
2846,Taken 2,$ 45000000,$,45000000
2847,Journey 2: The Mysterious Island,$ 79000000,$,79000000
2848,Straight Outta Compton,$ 28000000,$,28000000
2849,Transformers: Dark of the Moon,$ 195000000,$,195000000
2850,Winter's Bone,$ 2000000,$,2000000
2851,Rare Exports,EUR 1948000,EUR,2142800.0
2852,Unknown,$ 30000000,$,30000000
2853,Happy Feet Two,$ 135000000,$,135000000
2854,Wolves,$ 18000000,$,18000000
2855,True Grit,$ 38000000,$,38000000
2856,Remember Me,$ 16000000,$,16000000
2857,Star Trek Into Darkness,$ 190000000,$,190000000
2858,Ride Along,$ 25000000,$,25000000
2859,Men in Black 3,$ 225000000,$,225000000
2860,Jin ling shi san chai,$ 94000000,$,94000000
2861,No Strings Attached,$ 25000000,$,25000000
2862,Riddick,$ 38000000,$,38000000
2863,Bucky Larson: Born to Be a Star,$ 10000000,$,10000000
2864,The Hangover Part II,$ 80000000,$,80000000
2865,Hop,$ 63000000,$,63000000
2866,The Best Exotic Marigold Hotel,$ 10000000,$,10000000
2867,Table 19,$ 5000000,$,5000000
2868,12 Strong,$ 35000000,$,35000000
2869,Paranoia,$ 35000000,$,35000000
2870,You Again,$ 20000000,$,20000000
2871,Nanny McPhee and the Big Bang,$ 35000000,$,35000000
2872,"I, Frankenstein",$ 65000000,$,65000000
2873,Somewhere,$ 7000000,$,7000000
2874,Predators,$ 40000000,$,40000000
2875,Hansel & Gretel: Witch Hunters,$ 50000000,$,50000000
2876,The Wolverine,$ 120000000,$,120000000
2877,Arthur Christmas,$ 100000000,$,100000000
2878,Brick Mansions,$ 28000000,$,28000000
2879,The Pirates! In an Adventure with Scientists!,$ 55000000,$,55000000
2880,Deadpool,$ 58000000,$,58000000
2881,Faster,$ 24000000,$,24000000
2882,Dhobi Ghat,INR 102000000,INR,1326000.0
2883,Disconnect,$ 10000000,$,10000000
2884,The Apparition,$ 17000000,$,17000000
2885,Rio,$ 90000000,$,90000000
2886,Fright Night,$ 30000000,$,30000000
2887,Charlie St. Cloud,$ 44000000,$,44000000
2888,Battleship,$ 209000000,$,209000000
2889,Goethe!,EUR 3000000,EUR,3300000.0000000005
2890,Les petits mouchoirs,$ 25000000,$,25000000
2891,The American,$ 20000000,$,20000000
2892,Under the Skin,$ 13300000,$,13300000
2893,Rise of the Guardians,$ 145000000,$,145000000
2894,Prometheus,$ 130000000,$,130000000
2895,Winnie the Pooh,$ 30000000,$,30000000
2896,Filth,$ 5000000,$,5000000
2897,Monsters University,$ 200000000,$,200000000
2898,The Help,$ 25000000,$,25000000
2899,Gravity,$ 100000000,$,100000000
2900,Habemus Papam,EUR 9000000,EUR,9900000.0
2901,"Tomorrow, When the War Began",AUD 25000000,AUD,16250000.0
2902,The Conjuring,$ 20000000,$,20000000
2903,Kidnap,$ 21000000,$,21000000
2904,The Next Three Days,$ 30000000,$,30000000
2905,Dream House,$ 50000000,$,50000000
2906,Letters to God,$ 3000000,$,3000000
2907,Buried,$ 3000000,$,3000000
2908,The Odd Life of Timothy Green,$ 25000000,$,25000000
2909,Yi dai zong shi,$ 38600000,$,38600000
2910,"Big Mommas: Like Father, Like Son",$ 32000000,$,32000000
2911,I Am Number Four,$ 60000000,$,60000000
2912,Stake Land,$ 650000,$,650000
2913,L'arnacoeur,EUR 8700000,EUR,9570000.0
2914,The Human Centipede (First Sequence),EUR 1500000,EUR,1650000.0000000002
2915,Baywatch,$ 69000000,$,69000000
2916,Monsters,$ 500000,$,500000
2917,Max Steel,$ 10000000,$,10000000
2918,Bridget Jones's Baby,$ 35000000,$,35000000
2919,Saw 3D,$ 20000000,$,20000000
2920,Aquaman,$ 160000000,$,160000000
2921,Bridesmaids,$ 32500000,$,32500000
2922,The Art of Racing in the Rain,$ 20000000,$,20000000
2923,Attack the Block,$ 13000000,$,13000000
2924,Cosmopolis,$ 20500000,$,20500000
2925,The Lorax,$ 70000000,$,70000000
2926,Oblivion,$ 120000000,$,120000000
2927,The Greatest Showman,$ 84000000,$,84000000
2928,Red Riding Hood,$ 42000000,$,42000000
2929,The Raven,$ 26000000,$,26000000
2930,5 Days of War,$ 12000000,$,12000000
2931,The F Word,$ 11000000,$,11000000
2932,Khumba,$ 20000000,$,20000000
2933,The Change-Up,$ 52000000,$,52000000
2934,Booksmart,$ 6000000,$,6000000
2935,Central Intelligence,$ 50000000,$,50000000
2936,The Lego Movie,$ 60000000,$,60000000
2937,I Saw the Light,$ 13000000,$,13000000
2938,Underworld Awakening,$ 70000000,$,70000000
2939,The Paperboy,$ 12500000,$,12500000
2940,Restless,$ 8000000,$,8000000
2941,Horrible Bosses,$ 35000000,$,35000000
2942,Drive Angry,$ 50000000,$,50000000
2943,Halloween,$ 10000000,$,10000000
2944,Fantastic Four,$ 120000000,$,120000000
2945,The King's Speech,$ 15000000,$,15000000
2946,The Three Musketeers,$ 75000000,$,75000000
2947,Super,$ 2500000,$,2500000
2948,Sherlock Holmes: A Game of Shadows,$ 125000000,$,125000000
2949,The Host,$ 40000000,$,40000000
2950,A Star Is Born,$ 36000000,$,36000000
2951,Spy Kids 4: All the Time in the World,$ 27000000,$,27000000
2952,Area 51,$ 5000000,$,5000000
2953,The Oogieloves in the Big Balloon Adventure,$ 20000000,$,20000000
2954,Anonymous,$ 30000000,$,30000000
2955,Contraband,$ 25000000,$,25000000
2956,The Vatican Tapes,$ 8000000,$,8000000
2957,Vacation,$ 31000000,$,31000000
2958,Melancholia,$ 7400000,$,7400000
2959,Archipelago,GBP 500000,GBP,630000.0
2960,Exodus: Gods and Kings,$ 140000000,$,140000000
2961,Daddy's Home,$ 50000000,$,50000000
2962,Trust,$ 4000000,$,4000000
2963,Everything Must Go,$ 5000000,$,5000000
2964,Byzantium,GBP 8000000,GBP,10080000.0
2965,Beginners,$ 3200000,$,3200000
2966,Paa,INR 150000000,INR,1950000.0
2967,Battle of the Year,$ 20000000,$,20000000
2968,Xin Shao Lin si,$ 29000000,$,29000000
2969,Beyond the Black Rainbow,CAD 1100000,CAD,792000.0
2970,Elysium,$ 115000000,$,115000000
2971,Captain Phillips,$ 55000000,$,55000000
2972,Hope Springs,$ 30000000,$,30000000
2973,The Ledge,$ 10000000,$,10000000
2974,Paranormal Activity 2,$ 3000000,$,3000000
2975,The Mortal Instruments: City of Bones,$ 60000000,$,60000000
2976,Blair Witch,$ 5000000,$,5000000
2977,Playing for Keeps,$ 35000000,$,35000000
2978,The Guard,$ 6000000,$,6000000
2979,Flypaper,$ 5000000,$,5000000
2980,127 Hours,$ 18000000,$,18000000
2981,Vamps,$ 16000000,$,16000000
2982,Judy Moody and the Not Bummer Summer,$ 20000000,$,20000000
2983,Premium Rush,$ 35000000,$,35000000
2984,Another Earth,$ 100000,$,100000
2985,The Last Stand,$ 45000000,$,45000000
2986,Country Strong,$ 15000000,$,15000000
2987,Beautiful Creatures,$ 60000000,$,60000000
2988,Zombieland: Double Tap,$ 42000000,$,42000000
2989,The Master,$ 32000000,$,32000000
2990,The Devil Inside,$ 1000000,$,1000000
2991,Ra.One,$ 24000000,$,24000000
2992,One Day,$ 15000000,$,15000000
2993,Overboard,$ 12000000,$,12000000
2994,Dolphin Tale,$ 37000000,$,37000000
2995,Just Go with It,$ 80000000,$,80000000
2996,Skyline,$ 10000000,$,10000000
2997,Man on a Ledge,$ 42000000,$,42000000
2998,The Girl with the Dragon Tattoo,$ 90000000,$,90000000
2999,War Horse,$ 66000000,$,66000000
3000,Kari-gurashi no Arietti,$ 23000000,$,23000000
3001,"Crazy, Stupid, Love.",$ 50000000,$,50000000
3002,Tiny Furniture,$ 65000,$,65000
3003,A Dangerous Method,EUR 15000000,EUR,16500000.000000002
3004,Mortal Engines,$ 100000000,$,100000000
3005,The Good Doctor,$ 6000000,$,6000000
3006,House at the End of the Street,$ 10000000,$,10000000
3007,Larry Crowne,$ 30000000,$,30000000
3008,G.I. Joe: Retaliation,$ 130000000,$,130000000
3009,What to Expect When You're Expecting,$ 40000000,$,40000000
3010,Maleficent,$ 180000000,$,180000000
3011,Warm Bodies,$ 35000000,$,35000000
3012,"Jeff, Who Lives at Home",$ 10000000,$,10000000
3013,Sleeping Beauty,AUD 3000000,AUD,1950000.0
3014,The Commuter,$ 30000000,$,30000000
3015,Insidious,$ 1500000,$,1500000
3016,Lockout,$ 20000000,$,20000000
3017,The Innkeepers,$ 750000,$,750000
3018,Norm of the North,$ 7000000,$,7000000
3019,Fast Five,$ 125000000,$,125000000
3020,Pawn Sacrifice,$ 19000000,$,19000000
3021,Soul Surfer,$ 18000000,$,18000000
3022,This Means War,$ 65000000,$,65000000
3023,The Big Short,$ 28000000,$,28000000
3024,The Woman in Black,$ 17000000,$,17000000
3025,Z for Zachariah,$ 7500000,$,7500000
3026,Contagion,$ 60000000,$,60000000
3027,New Year's Eve,$ 56000000,$,56000000
3028,One for the Money,$ 40000000,$,40000000
3029,Safe House,$ 85000000,$,85000000
3030,Abduction,$ 35000000,$,35000000
3031,The Drop,$ 12600000,$,12600000
3032,Les amours imaginaires,CAD 600000,CAD,432000.0
3033,The Grey,$ 25000000,$,25000000
3034,Only God Forgives,$ 4800000,$,4800000
3035,Amour,$ 8900000,$,8900000
3036,ATM,$ 3000000,$,3000000
3037,Prom,$ 8000000,$,8000000
3038,American Reunion,$ 50000000,$,50000000
3039,Midnight in Paris,$ 17000000,$,17000000
3040,A Good Day to Die Hard,$ 92000000,$,92000000
3041,The Vow,$ 30000000,$,30000000
3042,Zoolander 2,$ 50000000,$,50000000
3043,Abraham Lincoln: Vampire Hunter,$ 69000000,$,69000000
3044,Rubber,$ 500000,$,500000
3045,Kon-Tiki,$ 16600000,$,16600000
3046,Hodejegerne,NOK 30300000,NOK,30300000
3047,Savages,$ 45000000,$,45000000
3048,Margin Call,$ 3500000,$,3500000
3049,The Foreigner,$ 35000000,$,35000000
3050,Alvin and the Chipmunks: Chipwrecked,$ 75000000,$,75000000
3051,J. Edgar,$ 35000000,$,35000000
3052,Jupiter Ascending,$ 176000000,$,176000000
3053,The Last Witch Hunter,$ 90000000,$,90000000
3054,Jackie,$ 9000000,$,9000000
3055,A Wrinkle in Time,$ 100000000,$,100000000
3056,Bleed for This,$ 6000000,$,6000000
3057,The Addams Family,$ 40000000,$,40000000
3058,Free Birds,$ 55000000,$,55000000
3059,Think Like a Man,$ 12000000,$,12000000
3060,Cesar Chavez,$ 10000000,$,10000000
3061,30 Minutes or Less,$ 28000000,$,28000000
3062,Final Destination 5,$ 40000000,$,40000000
3063,Oz the Great and Powerful,$ 215000000,$,215000000
3064,ParaNorman,$ 60000000,$,60000000
3065,Young Adult,$ 12000000,$,12000000
3066,Touchback,$ 5000000,$,5000000
3067,Independence Day: Resurgence,$ 165000000,$,165000000
3068,Chasing Mavericks,$ 20000000,$,20000000
3069,Courageous,$ 2000000,$,2000000
3070,Edge of Tomorrow,$ 178000000,$,178000000
3071,Friends with Benefits,$ 35000000,$,35000000
3072,Shark Night 3D,$ 25000000,$,25000000
3073,Johnny English Reborn,$ 45000000,$,45000000
3074,Violet & Daisy,$ 8000000,$,8000000
3075,Project X,$ 12000000,$,12000000
3076,In Time,$ 40000000,$,40000000
3077,Our Idiot Brother,$ 5000000,$,5000000
3078,Ted,$ 50000000,$,50000000
3079,The Man from U.N.C.L.E.,$ 75000000,$,75000000
3080,Hobo with a Shotgun,$ 3000000,$,3000000
3081,Jumping the Broom,$ 6600000,$,6600000
3082,Rampart,$ 12000000,$,12000000
3083,The Dictator,$ 65000000,$,65000000
3084,How to Train Your Dragon 2,$ 145000000,$,145000000
3085,Wrath of the Titans,$ 150000000,$,150000000
3086,Million Dollar Arm,$ 25000000,$,25000000
3087,Here Comes the Boom,$ 42000000,$,42000000
3088,The Dark Tower,$ 60000000,$,60000000
3089,Lo imposible,$ 45000000,$,45000000
3090,[REC] 4: Apocalipsis,EUR 3000000,EUR,3300000.0000000005
3091,[Rec]³: Génesis,$ 6400000,$,6400000
3092,Diary of a Wimpy Kid: Rodrick Rules,$ 21000000,$,21000000
3093,Super 8,$ 50000000,$,50000000
3094,"Få meg på, for faen",NOK 17500000,NOK,17500000
3095,Kick-Ass 2,$ 28000000,$,28000000
3096,My Week with Marilyn,GBP 6400000,GBP,8064000.0
3097,The Age of Adaline,$ 25000000,$,25000000
3098,The Artist,$ 15000000,$,15000000
3099,Stolen,$ 35000000,$,35000000
3100,Safe,$ 30000000,$,30000000
3101,The Decoy Bride,GBP 2500000,GBP,3150000.0
3102,Colombiana,$ 40000000,$,40000000
3103,The Perks of Being a Wallflower,$ 13000000,$,13000000
3104,Cinderella,$ 95000000,$,95000000
3105,Their Finest,EUR 10000000,EUR,11000000.0
3106,Grudge Match,$ 40000000,$,40000000
3107,Fun Size,$ 14000000,$,14000000
3108,The Revenant,$ 135000000,$,135000000
3109,Pacific Rim,$ 190000000,$,190000000
3110,All Eyez on Me,$ 40000000,$,40000000
3111,Vampires Suck,$ 20000000,$,20000000
3112,The Duff,$ 8500000,$,8500000
3113,Mirror Mirror,$ 85000000,$,85000000
3114,Ice Age: Continental Drift,$ 95000000,$,95000000
3115,Elle s'appelait Sarah,EUR 10000000,EUR,11000000.0
3116,Now You See Me,$ 75000000,$,75000000
3117,The Twilight Saga: Breaking Dawn - Part 2,$ 120000000,$,120000000
3118,Entourage,$ 30000000,$,30000000
3119,Trespass,$ 35000000,$,35000000
3120,Take Shelter,$ 5000000,$,5000000
3121,The Intouchables,EUR 9500000,EUR,10450000.0
3122,Ready Player One,$ 175000000,$,175000000
3123,Trolls,$ 125000000,$,125000000
3124,Stoker,$ 12000000,$,12000000
3125,Welcome to the Punch,$ 8500000,$,8500000
3126,Long men fei jia,$ 35000000,$,35000000
3127,Vampire Academy,$ 30000000,$,30000000
3128,The Awakening,GBP 3000000,GBP,3780000.0
3129,Despicable Me 2,$ 76000000,$,76000000
3130,Before I Fall,$ 5000000,$,5000000
3131,Planes,$ 50000000,$,50000000
3132,Carnage,$ 25000000,$,25000000
3133,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",$ 28000000,$,28000000
3134,Sausage Party,$ 19000000,$,19000000
3135,Safe Haven,$ 28000000,$,28000000
3136,Chronicle,$ 12000000,$,12000000
3137,Snowpiercer,$ 39200000,$,39200000
3138,Every Thing Will Be Fine,$ 12000000,$,12000000
3139,Les Misérables,$ 61000000,$,61000000
3140,Lovely Molly,$ 1000000,$,1000000
3141,The Last Days on Mars,GBP 7000000,GBP,8820000.0
3142,Joyful Noise,$ 25000000,$,25000000
3143,21 & Over,$ 13000000,$,13000000
3144,Office Christmas Party,$ 45000000,$,45000000
3145,Triple 9,$ 20000000,$,20000000
3146,Piranha 3DD,$ 5000000,$,5000000
3147,The Spectacular Now,$ 2500000,$,2500000
3148,Weekend,GBP 120000,GBP,151200.0
3149,Only Lovers Left Alive,$ 7000000,$,7000000
3150,Anna,$ 7000000,$,7000000
3151,The Inbetweeners Movie,GBP 3500000,GBP,4410000.0
3152,October Baby,$ 1000000,$,1000000
3153,We're the Millers,$ 37000000,$,37000000
3154,Shame,$ 6500000,$,6500000
3155,L!fe Happens,$ 930000,$,930000
3156,Before I Go to Sleep,$ 22000000,$,22000000
3157,Killer Joe,$ 11000000,$,11000000
3158,The Way Way Back,$ 5000000,$,5000000
3159,Scouts Guide to the Zombie Apocalypse,$ 15000000,$,15000000
3160,Bohemian Rhapsody,$ 52000000,$,52000000
3161,Bodyguard,INR 600000000,INR,7800000.0
3162,The Zookeeper's Wife,$ 20000000,$,20000000
3163,Ender's Game,$ 110000000,$,110000000
3164,The Lords of Salem,$ 1500000,$,1500000
3165,Barely Lethal,$ 15000000,$,15000000
3166,Snow White and the Huntsman,$ 170000000,$,170000000
3167,Trolljegeren,NOK 19900000,NOK,19900000
3168,Secret in Their Eyes,$ 19500000,$,19500000
3169,Jersey Boys,$ 40000000,$,40000000
3170,I Don't Know How She Does It,$ 24000000,$,24000000
3171,Blood Ties,$ 25500000,$,25500000
3172,Moonrise Kingdom,$ 16000000,$,16000000
3173,Red Lights,EUR 14000000,EUR,15400000.000000002
3174,The Collection,$ 7500000,$,7500000
3175,A Dog's Purpose,$ 22000000,$,22000000
3176,Le Petit Prince,$ 81200000,$,81200000
3177,Diana,$ 15000000,$,15000000
3178,Like Crazy,$ 250000,$,250000
3179,The To Do List,$ 1500000,$,1500000
3180,The Snowman,$ 35000000,$,35000000
3181,This Is 40,$ 35000000,$,35000000
3182,Walking with Dinosaurs 3D,$ 80000000,$,80000000
3183,No One Lives,$ 2900000,$,2900000
3184,The First Time,$ 2000000,$,2000000
3185,Arbitrage,$ 12000000,$,12000000
3186,Killing Them Softly,$ 15000000,$,15000000
3187,The Expendables 2,$ 100000000,$,100000000
3188,Xin hai ge ming,$ 18000000,$,18000000
3189,Apollo 18,$ 5000000,$,5000000
3190,Danny Collins,$ 10000000,$,10000000
3191,Wreck-It Ralph,$ 165000000,$,165000000
3192,Paranormal Activity 3,$ 5000000,$,5000000
3193,Aftershock,$ 2000000,$,2000000
3194,Clown,$ 1500000,$,1500000
3195,No Escape,$ 16200000,$,16200000
3196,The Vault,$ 5000000,$,5000000
3197,Madea's Big Happy Family,$ 25000000,$,25000000
3198,Talaash,$ 7395080,$,7395080
3199,Pirates of the Caribbean: Dead Men Tell No Tales,$ 230000000,$,230000000
3200,The Maze Runner,$ 34000000,$,34000000
3201,Zero Dark Thirty,$ 40000000,$,40000000
3202,The Campaign,$ 95000000,$,95000000
3203,Inherent Vice,$ 20000000,$,20000000
3204,While We're Young,$ 10000000,$,10000000
3205,Kokuriko-zaka kara,$ 22000000,$,22000000
3206,Rudderless,$ 5000000,$,5000000
3207,Bad Santa 2,$ 26000000,$,26000000
3208,Southpaw,$ 30000000,$,30000000
3209,Her,$ 23000000,$,23000000
3210,American Hustle,$ 40000000,$,40000000
3211,That Awkward Moment,$ 8000000,$,8000000
3212,Gold,$ 20000000,$,20000000
3213,Step Up Revolution,$ 33000000,$,33000000
3214,Gotti,$ 10000000,$,10000000
3215,Unbroken,$ 65000000,$,65000000
3216,Little Boy,$ 20000000,$,20000000
3217,After Earth,$ 130000000,$,130000000
3218,Ernest et Célestine,EUR 9600000,EUR,10560000.0
3219,The Place Beyond the Pines,$ 15000000,$,15000000
3220,Nebraska,$ 12000000,$,12000000
3221,The Congress,PLN 34148170,PLN,8195560.8
3222,The Nut Job,$ 42000000,$,42000000
3223,RED 2,$ 84000000,$,84000000
3224,Annie,$ 65000000,$,65000000
3225,Chappie,$ 49000000,$,49000000
3226,Black Panther,$ 200000000,$,200000000
3227,About Last Night,$ 12500000,$,12500000
3228,Make Your Move,$ 15000000,$,15000000
3229,Passion,$ 20000000,$,20000000
3230,Jodaeiye Nader az Simin,$ 500000,$,500000
3231,The Fifth Estate,$ 28000000,$,28000000
3232,Winter's Tale,$ 60000000,$,60000000
3233,The Truth About Emanuel,$ 1300000,$,1300000
3234,Ruby Sparks,$ 8000000,$,8000000
3235,Divergent,$ 85000000,$,85000000
3236,Captain America: The Winter Soldier,$ 170000000,$,170000000
3237,Hunter Killer,$ 40000000,$,40000000
3238,Tomboy,EUR 1000000,EUR,1100000.0
3239,The Loft,$ 14000000,$,14000000
3240,Sisters,$ 30000000,$,30000000
3241,Django Unchained,$ 100000000,$,100000000
3242,You're Next,$ 1000000,$,1000000
3243,Percy Jackson: Sea of Monsters,$ 90000000,$,90000000
3244,End of Watch,$ 7000000,$,7000000
3245,Resident Evil: Retribution,$ 65000000,$,65000000
3246,Blade Runner 2049,$ 150000000,$,150000000
3247,Bai she chuan shuo,HKD 200000000,HKD,26000000.0
3248,To Rome with Love,EUR 17000000,EUR,18700000.0
3249,Dirty Grandpa,$ 25000000,$,25000000
3250,Turbo,$ 135000000,$,135000000
3251,Deepwater Horizon,$ 110000000,$,110000000
3252,Safety Not Guaranteed,$ 750000,$,750000
3253,Song of the Sea,EUR 5300000,EUR,5830000.000000001
3254,The East,$ 6500000,$,6500000
3255,The Amazing Spider-Man 2,$ 200000000,$,200000000
3256,The Judge,$ 50000000,$,50000000
3257,Liberal Arts,$ 2000000,$,2000000
3258,X-Men: Days of Future Past,$ 200000000,$,200000000
3259,The Darkness,$ 4000000,$,4000000
